id,label,project,refactor,method,source class,target class,url
23747,2,SonarSource/sonarqube,"Move Method	public setAnArray(index int, value String) : Builder from class org.sonar.core.test.Test.Fake.Builder to public setAnArray(index int, value String) : Builder from class org.sonar.core.test.Test.JsonTest.Builder",setAnArray,org.sonar.core.test.Test.Fake.Builder,org.sonar.core.test.Test.JsonTest.Builder,https://github.com/SonarSource/sonarqube/commit/a165418f613a0cbf97a97a818957e08d1352b2b3
5115,0,pinpoint-apm/pinpoint,"Move Method	private isWorkerThreadMonitorEnable(properties Properties, deprecatedConfiguration DeprecatedConfiguration) : boolean from class com.navercorp.pinpoint.collector.config.SpanReceiverConfiguration to private isWorkerThreadMonitorEnable(properties Properties) : boolean from class com.navercorp.pinpoint.collector.config.AgentBaseDataReceiverConfiguration",isWorkerThreadMonitorEnable,com.navercorp.pinpoint.collector.config.SpanReceiverConfiguration,com.navercorp.pinpoint.collector.config.AgentBaseDataReceiverConfiguration,https://github.com/pinpoint-apm/pinpoint/commit/b10d2cd7f795bf32755e2600a106b25fc29f91a4
16723,2,dbeaver/dbeaver,"Move Method	public handleDataSourceEvent(event DBPEvent) : void from class org.jkiss.dbeaver.ui.dashboard.control.DashboardListViewer to public handleDataSourceEvent(event DBPEvent) : void from class org.jkiss.dbeaver.ui.dashboard.view.DashboardView",handleDataSourceEvent,org.jkiss.dbeaver.ui.dashboard.control.DashboardListViewer,org.jkiss.dbeaver.ui.dashboard.view.DashboardView,https://github.com/dbeaver/dbeaver/commit/0d8f9ef936a32f81cfc28268d068dea5c09b83a5
23045,2,apache/dolphinscheduler,"Move Method	private getTaskLogPath() : String from class org.apache.dolphinscheduler.server.worker.runner.TaskScheduleThread to private getTaskLogPath(taskExecutionContext TaskExecutionContext) : String from class org.apache.dolphinscheduler.server.worker.processor.TaskExecuteProcessor",getTaskLogPath,org.apache.dolphinscheduler.server.worker.runner.TaskScheduleThread,org.apache.dolphinscheduler.server.worker.processor.TaskExecuteProcessor,https://github.com/apache/dolphinscheduler/commit/67e7a6c849c7ec5c2df5a9ec0ad76eae5c5d4935
1072,1,NationalSecurityAgency/ghidra,"Move Method	private isMatchingBrace(braceToken ClangSyntaxToken, otherBraceToken ClangSyntaxToken) : boolean from class ghidra.app.decompiler.component.ClangHighlightController to public isMatchingBrace(braceToken ClangSyntaxToken, otherBraceToken ClangSyntaxToken) : boolean from class ghidra.app.decompiler.component.DecompilerUtils",isMatchingBrace,ghidra.app.decompiler.component.ClangHighlightController,ghidra.app.decompiler.component.DecompilerUtils,https://github.com/NationalSecurityAgency/ghidra/commit/175da7cf02a2edc46ab4569e4e63890fe91c2f5e
8673,1,processing/processing,"Move Method	public getPreferredSize() : Dimension from class processing.app.EditorFooter to public getPreferredSize() : Dimension from class processing.app.EditorFooter.Controller",getPreferredSize,processing.app.EditorFooter,processing.app.EditorFooter.Controller,https://github.com/processing/processing/commit/6a9dcdfad7c67378f7898ce5729146d82fe7cccf
13394,1,apache/camel,"Move Method	private wrapRuntimeCamelException(e Throwable) : RuntimeCamelException from class org.apache.camel.spring.spi.TransactionInterceptor to public wrapRuntimeCamelException(e Throwable) : RuntimeCamelException from class org.apache.camel.util.ObjectHelper",wrapRuntimeCamelException,org.apache.camel.spring.spi.TransactionInterceptor,org.apache.camel.util.ObjectHelper,https://github.com/apache/camel/commit/32587052509c1371c7efb20d938b126e49a8887e
1956,1,TeamNewPipe/NewPipe,"Move Method	private checkpoint() : void from class org.schabi.newpipe.settings.ContentSettingsFragment to public checkpoint() : void from class org.schabi.newpipe.NewPipeDatabase",checkpoint,org.schabi.newpipe.settings.ContentSettingsFragment,org.schabi.newpipe.NewPipeDatabase,https://github.com/TeamNewPipe/NewPipe/commit/3e1e07e46873f783ed991cb2d4f199d5717a5f84
3954,1,prestodb/presto,"Move Method	private enableStreamingResults(statement Statement) : void from class com.facebook.presto.raptor.metadata.ShardIterator to public enableStreamingResults(statement Statement) : void from class com.facebook.presto.raptor.util.DatabaseUtil",enableStreamingResults,com.facebook.presto.raptor.metadata.ShardIterator,com.facebook.presto.raptor.util.DatabaseUtil,https://github.com/prestodb/presto/commit/e8237fa454907e933e664f42f7270c43bb26307c
19926,2,mockito/mockito,"Move Method	private intThatIs(matcher CustomMatcher) : int from class org.mockitousage.matchers.CustomMatchersTest to public intThatIs(matcher CustomMatcher<?>) : int from class org.mockito.Matchers",intThatIs,org.mockitousage.matchers.CustomMatchersTest,org.mockito.Matchers,https://github.com/mockito/mockito/commit/1913433248da0be71f8c8c9302ec41b0c69ee1f4
19544,2,eclipse-vertx/vert.x,"Move Method	private testAnySucceeded1(any BiFunction<Future<String>,Future<Integer>,CompositeFuture>) : void from class io.vertx.core.FutureTest to private testAnySucceeded1(any BiFunction<Future<String>,Future<Integer>,CompositeFuture>) : void from class io.vertx.core.CompositeFutureTest",testAnySucceeded1,io.vertx.core.FutureTest,io.vertx.core.CompositeFutureTest,https://github.com/eclipse-vertx/vert.x/commit/9a5cb78f57779269fceeb503b5785c1408260573
22506,0,Activiti/Activiti,"Move Method	public bpmnActivityCancelledListener() : BPMNElementEventListener<BPMNActivityCancelledEvent> from class org.activiti.spring.conformance.set5.Set5RuntimeTestConfiguration to public bpmnActivityCancelledListener() : BPMNElementEventListener<BPMNActivityCancelledEvent> from class org.activiti.spring.conformance.util.RuntimeTestConfiguration",bpmnActivityCancelledListener,org.activiti.spring.conformance.set5.Set5RuntimeTestConfiguration,org.activiti.spring.conformance.util.RuntimeTestConfiguration,https://github.com/Activiti/Activiti/commit/b6339df6a1ba10b18ca5ebabc13ba0b87cfb594a
8665,1,processing/processing,"Move And Rename Method	public handleShowUpdates() : void from class processing.app.Base to public openUpdates(editor Editor) : void from class processing.app.contrib.ContributionManager",handleShowUpdates,processing.app.Base,processing.app.contrib.ContributionManager,https://github.com/processing/processing/commit/a8e58bb259462d7f4d0f940b6e5bd758425c2aa2
18343,1,oracle/graal,"Move And Rename Method	private checkTruffleToLibGraalCalls() : void from class org.graalvm.compiler.truffle.compiler.hotspot.libgraal.TruffleToLibGraalEntryPoints to public checkToLibGraalCalls(toLibGraalEntryPointsClass Class<?>, toLibGraalCallsClass Class<?>, annotationClass Class<? extends Annotation>) : void from class org.graalvm.libgraal.jni.JNIUtil",checkTruffleToLibGraalCalls,org.graalvm.compiler.truffle.compiler.hotspot.libgraal.TruffleToLibGraalEntryPoints,org.graalvm.libgraal.jni.JNIUtil,https///github.com/oracle/graal/commit/4d261dea7fbd32f3fe220aefce333adf8462f45c
3091,1,oracle/graal,"Move Method	protected emitStore(kind AMD64Kind, address AMD64AddressValue, value AllocatableValue, state LIRFrameState) : void from class com.oracle.graal.compiler.amd64.AMD64LIRGenerator to protected emitStore(kind AMD64Kind, address AMD64AddressValue, value AllocatableValue, state LIRFrameState) : void from class com.oracle.graal.compiler.amd64.AMD64ArithmeticLIRGenerator",emitStore,com.oracle.graal.compiler.amd64.AMD64LIRGenerator,com.oracle.graal.compiler.amd64.AMD64ArithmeticLIRGenerator,https///github.com/oracle/graal/commit/c9a79b05bdc4fbdef8893354263be12cabc9c93a
27862,0,saiwu-bigkoo/Android-ConvenientBanner,"Move Method	public isCanLoop() : boolean from class com.bigkoo.convenientbanner.view.CBLoopViewPager to public isCanLoop() : boolean from class com.bigkoo.convenientbanner.adapter.CBPageAdapter",isCanLoop,com.bigkoo.convenientbanner.view.CBLoopViewPager,com.bigkoo.convenientbanner.adapter.CBPageAdapter,https://github.com/saiwu-bigkoo/Android-ConvenientBanner/commit/e5338cd627991764858628e27605e73954d42e66
9263,1,google/j2objc,"Move Method	public findGetterMethod(propertyName String, propertyType TypeMirror, declaringClass TypeElement) : ExecutableElement from class com.google.devtools.j2objc.gen.TypeDeclarationGenerator to public findGetterMethod(propertyName String, propertyType TypeMirror, declaringClass TypeElement) : ExecutableElement from class com.google.devtools.j2objc.util.ElementUtil",findGetterMethod,com.google.devtools.j2objc.gen.TypeDeclarationGenerator,com.google.devtools.j2objc.util.ElementUtil,https://github.com/google/j2objc/commit/5f16e55515d70e584f8a046155cb61db442981e1
21245,2,neo4j/neo4j,"Move Method	package testDefaultDatabaseMigrator() : void from class org.neo4j.configuration.ConfigTest to package testDefaultDatabaseMigrator() : void from class org.neo4j.configuration.SettingMigratorsTest",testDefaultDatabaseMigrator,org.neo4j.configuration.ConfigTest,org.neo4j.configuration.SettingMigratorsTest,https://github.com/neo4j/neo4j/commit/fba4f9b177a6b4d9904d26cdae60a9270fefb897
27186,2,hazelcast/hazelcast,"Move Method	protected brains() : int[] from class com.hazelcast.concurrent.lock.LockSplitBrainTest to protected brains() : int[] from class com.hazelcast.map.merge.IgnoreMergingEntriesMapSplitBrainTest",brains,com.hazelcast.concurrent.lock.LockSplitBrainTest,com.hazelcast.map.merge.IgnoreMergingEntriesMapSplitBrainTest,https://github.com/hazelcast/hazelcast/commit/6d9c09b79876078fde92f795579868da60e14925
11751,1,hazelcast/hazelcast,"Move Method	private cleanResources(responseCtor ConstructorFunction<Object,Throwable>) : void from class com.hazelcast.client.connection.nio.ClientConnection to private cleanResources(responseCtor ConstructorFunction<Object,Throwable>, connection ClientConnection) : void from class com.hazelcast.client.spi.impl.ClientInvocationServiceSupport",cleanResources,com.hazelcast.client.connection.nio.ClientConnection,com.hazelcast.client.spi.impl.ClientInvocationServiceSupport,https://github.com/hazelcast/hazelcast/commit/2a55885af020c13950922faf39d27e27329f5b81
22688,2,questdb/questdb,"Move Method	public indexInts(srcMem SlidingWindowMemory, writer BitmapIndexWriter, lo long, hi long) : void from class com.questdb.cairo.BitmapIndexWriter to private indexInts(srcMem SlidingWindowMemory, writer BitmapIndexWriter, lo long, hi long) : void from class com.questdb.cairo.BitmapIndexTest",indexInts,com.questdb.cairo.BitmapIndexWriter,com.questdb.cairo.BitmapIndexTest,https://github.com/questdb/questdb/commit/a2a4a78257fadde9f45fd5c78e5c114aa0e337ea
12029,1,lettuce-io/lettuce-core,"Move Method	public string(n double) : String from class com.lambdaworks.redis.protocol.BaseRedisCommandBuilder to public string(n double) : String from class com.lambdaworks.redis.LettuceStrings",string,com.lambdaworks.redis.protocol.BaseRedisCommandBuilder,com.lambdaworks.redis.LettuceStrings,https://github.com/lettuce-io/lettuce-core/commit/aa599c6b6ecc91ed45fe45201e974ff4f2eb6f20
2694,1,oracle/graal,"Move Method	private maybeAddTiers(titleBuilder StringBuilder, formatBuilder StringBuilder) : void from class com.oracle.truffle.tools.profiler.impl.CPUSamplerCLI.SamplingHistogram to private maybeAddTiers(titleBuilder StringBuilder, formatBuilder StringBuilder, showTiers CPUSamplerCLI.ShowTiers, maxTier int) : void from class com.oracle.truffle.tools.profiler.impl.CPUSamplerCLI",maybeAddTiers,com.oracle.truffle.tools.profiler.impl.CPUSamplerCLI.SamplingHistogram,com.oracle.truffle.tools.profiler.impl.CPUSamplerCLI,https///github.com/oracle/graal/commit/f634134b553f1fc639f34002a0a3b59cae823a6f
10557,1,CameraKit/camerakit-android,"Move Method	public toGalleryFile(folderName String) : CameraPending<PhotoFile> from class com.camerakit.Photo to public toGalleryFile(folderName String) : CameraPending<PhotoFile> from class com.camerakit.PhotoBytes",toGalleryFile,com.camerakit.Photo,com.camerakit.PhotoBytes,https://github.com/CameraKit/camerakit-android/commit/fca2b29b13c2b61f5a4823e4720d1a1650003a90
10679,1,flowable/flowable-engine,"Move And Rename Method	public copyAndInsert(variableInstance VariableInstanceEntity) : HistoricDetailVariableInstanceUpdateEntity from class org.activiti.engine.impl.persistence.entity.HistoricDetailVariableInstanceUpdateEntity to public copyAndInsertHistoricDetailVariableInstanceUpdateEntity(variableInstance VariableInstanceEntity) : HistoricDetailVariableInstanceUpdateEntity from class org.activiti.engine.impl.persistence.entity.HistoricDetailEntityManager",copyAndInsert,org.activiti.engine.impl.persistence.entity.HistoricDetailVariableInstanceUpdateEntity,org.activiti.engine.impl.persistence.entity.HistoricDetailEntityManager,https://github.com/flowable/flowable-engine/commit/bd27a34b32d8dfc0cd246d3b5df7cdd1fe1d3c1b
30165,2,vespa-engine/vespa,"Move Method	private deploy(application ApplicationId, capacity Capacity) : List<Node> from class com.yahoo.vespa.hosted.provision.provisioning.AclProvisioningTest to public deploy(application ApplicationId, capacity Capacity) : List<Node> from class com.yahoo.vespa.hosted.provision.provisioning.ProvisioningTester",deploy,com.yahoo.vespa.hosted.provision.provisioning.AclProvisioningTest,com.yahoo.vespa.hosted.provision.provisioning.ProvisioningTester,https://github.com/vespa-engine/vespa/commit/1eb301f232766445631733ae803565bfcca532f3
21677,2,neo4j/neo4j,"Move And Rename Method	public unsubscribe(listener ReplicatedContentListener) : void from class org.neo4j.coreedge.raft.replication.DirectReplicator to public deregisterListener(listener Listener) : void from class org.neo4j.coreedge.raft.state.membership.RaftMembershipState",unsubscribe,org.neo4j.coreedge.raft.replication.DirectReplicator,org.neo4j.coreedge.raft.state.membership.RaftMembershipState,https://github.com/neo4j/neo4j/commit/1722721a835dad4377e3e7577f340215d5a691bf
15906,0,elastic/elasticsearch,"Move Method	public AggregatorValueProc(facets TLongIntHashMap, script ExecutableSearchScript) from class org.elasticsearch.search.facet.terms.longs.TermsLongFacetCollector.AggregatorValueProc to public AggregatorValueProc(facets TByteIntHashMap, script SearchScript) from class org.elasticsearch.search.facet.terms.bytes.TermsByteFacetCollector.AggregatorValueProc",AggregatorValueProc,org.elasticsearch.search.facet.terms.longs.TermsLongFacetCollector.AggregatorValueProc,org.elasticsearch.search.facet.terms.bytes.TermsByteFacetCollector.AggregatorValueProc,https://github.com/elastic/elasticsearch/commit/cebdae5707a351be6bb02695fb5bdd1cc613bc99
7761,1,seven332/EhViewer,"Move And Rename Method	public setInNormalMode() : void from class com.hippo.ehviewer.widget.SearchBar to public showFirstView(animation boolean) : void from class com.hippo.effect.ViewTransition",setInNormalMode,com.hippo.ehviewer.widget.SearchBar,com.hippo.effect.ViewTransition,https://github.com/seven332/EhViewer/commit/a20565f1b224df254f5558a211854874b0da1fbb
21637,1,neo4j/neo4j,"Move Method	public terminateConnectionsForUser(username String) : Stream<ConnectionResult> from class org.neo4j.server.security.enterprise.auth.AuthProcedures to public terminateConnectionsForUser(username String) : Stream<ConnectionResult> from class org.neo4j.kernel.enterprise.builtinprocs.BuiltInProcedures",terminateConnectionsForUser,org.neo4j.server.security.enterprise.auth.AuthProcedures,org.neo4j.kernel.enterprise.builtinprocs.BuiltInProcedures,https://github.com/neo4j/neo4j/commit/be3079bdb0baa41bc79a378ffb21932985f4198e
24421,2,apache/tomcat,"Move Method	protected getAllowCasualMultipartParsing() : boolean from class org.apache.catalina.connector.Connector to public getAllowCasualMultipartParsing() : boolean from class org.apache.catalina.core.StandardContext",getAllowCasualMultipartParsing,org.apache.catalina.connector.Connector,org.apache.catalina.core.StandardContext,https://github.com/apache/tomcat/commit/f69c17895d03835cbb87ee804379c600c39e9598
3357,0,apache/shardingsphere,"Move And Rename Method	private drop(schemaName String, toBeDroppedResourceNames Collection<String>) : void from class org.apache.shardingsphere.proxy.backend.text.distsql.rdl.resource.DropResourceBackendHandler to public dropResource(schemaName String, toBeDroppedResourceNames Collection<String>) : void from class org.apache.shardingsphere.mode.manager.ContextManager",drop,org.apache.shardingsphere.proxy.backend.text.distsql.rdl.resource.DropResourceBackendHandler,org.apache.shardingsphere.mode.manager.ContextManager,https://github.com/apache/shardingsphere/commit/327b7b02acb9894b677739baa54da94bd1a65fb9
13031,1,apache/hive,"Move And Rename Method	protected setConnectorInfoWithErrorChecking(conf JobConf, username String, token AuthenticationToken) : void from class org.apache.hadoop.hive.accumulo.mr.HiveAccumuloTableOutputFormat to public setOutputFormatConnectorInfo(conf JobConf, username String, token AuthenticationToken) : void from class org.apache.hadoop.hive.accumulo.HiveAccumuloHelper",setConnectorInfoWithErrorChecking,org.apache.hadoop.hive.accumulo.mr.HiveAccumuloTableOutputFormat,org.apache.hadoop.hive.accumulo.HiveAccumuloHelper,https://github.com/apache/hive/commit/173d9816086e4c43677ae6dc3b1bf85203f894a1
21380,2,neo4j/neo4j,"Move And Rename Method	public getMemberConfig() : Config from class org.neo4j.causalclustering.discovery.CoreClusterMember to public config() : Config from class org.neo4j.causalclustering.discovery.ReadReplica",getMemberConfig,org.neo4j.causalclustering.discovery.CoreClusterMember,org.neo4j.causalclustering.discovery.ReadReplica,https://github.com/neo4j/neo4j/commit/c2d959659d5c91103e2f592b55b4cd9c58b39e41
25057,0,yuliskov/SmartTubeNext,"Move Method	public onViewResumed() : void from class com.liskovsoft.smartyoutubetv2.common.app.presenters.interfaces.CategoryPresenter to public onViewResumed() : void from class com.liskovsoft.smartyoutubetv2.common.app.presenters.interfaces.Presenter",onViewResumed,com.liskovsoft.smartyoutubetv2.common.app.presenters.interfaces.CategoryPresenter,com.liskovsoft.smartyoutubetv2.common.app.presenters.interfaces.Presenter,https://github.com/yuliskov/SmartTubeNext/commit/692d144aa76545dbbbf1391b14d2aa6ca4d834c6
9490,1,pentaho/pentaho-kettle,"Move Method	private delClusterSchema(transMeta TransMeta, clusterSchema ClusterSchema) : void from class org.pentaho.di.ui.spoon.Spoon to public delClusterSchema(transMeta TransMeta, clusterSchema ClusterSchema) : void from class org.pentaho.di.ui.spoon.delegates.SpoonClustersDelegate",delClusterSchema,org.pentaho.di.ui.spoon.Spoon,org.pentaho.di.ui.spoon.delegates.SpoonClustersDelegate,https://github.com/pentaho/pentaho-kettle/commit/fafca6e9811aa694d7bf71406d8bbfa8f6fdb319
23640,2,SonarSource/sonarqube,"Move And Rename Method	private writeApplicationNode(json JsonWriter, applicationNode NodeInfo) : void from class org.sonar.server.platform.ws.ClusterInfoAction to protected writeSectionsToJson(sections Collection<ProtobufSystemInfo.Section>, json JsonWriter) : void from class org.sonar.server.platform.ws.BaseInfoWsAction",writeApplicationNode,org.sonar.server.platform.ws.ClusterInfoAction,org.sonar.server.platform.ws.BaseInfoWsAction,https://github.com/SonarSource/sonarqube/commit/50a29c569f8448a939877de1918ab3ff937366b8
7104,1,facebook/buck,"Move Method	public isVisibleTo(target BuildTarget, visibilityPatterns ImmutableSet<BuildTargetPattern>, other BuildTarget) : boolean from class com.facebook.buck.model.BuildTargets to public isVisibleTo(other TargetNode<?>) : boolean from class com.facebook.buck.rules.TargetNode",isVisibleTo,com.facebook.buck.model.BuildTargets,com.facebook.buck.rules.TargetNode,https://github.com/facebook/buck/commit/1b896e64d9a90d5cc0aa260187d0284e58f3776b
21561,2,neo4j/neo4j,"Move And Rename Method	public nodeLabel(name String) : int from class org.neo4j.kernel.impl.newapi.MockStore to public propertyKeyGetOrCreateForName(propertyKeyName String) : int from class org.neo4j.kernel.impl.newapi.Store",nodeLabel,org.neo4j.kernel.impl.newapi.MockStore,org.neo4j.kernel.impl.newapi.Store,https://github.com/neo4j/neo4j/commit/f96bb819ff31831a7d4746e6ae9d4b1f2bf4e190
3021,1,oracle/graal,"Move Method	package findFunctionalInterfaceMethodName(clazz Class<?>) : String from class com.oracle.truffle.api.interop.java.JavaInteropReflect to private findFunctionalInterfaceMethodName(clazz Class<?>) : String from class com.oracle.truffle.api.interop.java.JavaClassDesc.Members",findFunctionalInterfaceMethodName,com.oracle.truffle.api.interop.java.JavaInteropReflect,com.oracle.truffle.api.interop.java.JavaClassDesc.Members,https///github.com/oracle/graal/commit/54844ac3438e8519d26e812a2464d4126e96d080
17254,2,libgdx/libgdx,"Move Method	public bind() : void from class com.badlogic.gdx.graphics.g3d.materials.TextureAttribute to public bind() : void from class com.badlogic.gdx.graphics.g3d.old.materials.TextureAttribute",bind,com.badlogic.gdx.graphics.g3d.materials.TextureAttribute,com.badlogic.gdx.graphics.g3d.old.materials.TextureAttribute,https://github.com/libgdx/libgdx/commit/3b21674369d99a99c029acf2489aae7607f23d96
12037,1,jankotek/mapdb,"Move And Rename Method	public findVals4(secondaryKeys NavigableSet<Fun.Tuple4<A,B,C,D>>, a A, b B, c C) : Iterable<D> from class org.mapdb.Bind to public filter(secondaryKeys NavigableSet<Fun.Tuple4<A,B,C,D>>, a A, b B, c C) : Iterable<D> from class org.mapdb.Fun",findVals4,org.mapdb.Bind,org.mapdb.Fun,https://github.com/jankotek/mapdb/commit/fd56cc8bb8d410025242f12af94bcdb2b7822771
24347,2,react-native-svg/react-native-svg,"Move Method	protected dispatchDraw(canvas Canvas) : void from class com.horcrux.svg.SvgView to protected dispatchDraw(canvas Canvas) : void from class com.horcrux.svg.ForeignObjectView",dispatchDraw,com.horcrux.svg.SvgView,com.horcrux.svg.ForeignObjectView,https://github.com/react-native-svg/react-native-svg/commit/0288d95e7b5d6c9b4fb93f320f5787ca2dbd1599
22220,0,zaproxy/zaproxy,"Move Method	public getStartNode() : SiteNode from class org.zaproxy.zap.extension.ascan.ExtensionActiveScan to public getStartNode() : SiteNode from class org.zaproxy.zap.model.ScanThread",getStartNode,org.zaproxy.zap.extension.ascan.ExtensionActiveScan,org.zaproxy.zap.model.ScanThread,https://github.com/zaproxy/zaproxy/commit/4156b55b28bb5e5024deda8cd8f01efec1285322
14701,1,j-easy/easy-rules,"Move Method	private createCompositeRule() : Rule from class org.jeasy.rules.mvel.MVELRuleDefinition to private createCompositeRule(ruleDefinition MVELRuleDefinition, parserContext ParserContext) : Rule from class org.jeasy.rules.mvel.MVELRuleFactory",createCompositeRule,org.jeasy.rules.mvel.MVELRuleDefinition,org.jeasy.rules.mvel.MVELRuleFactory,https://github.com/j-easy/easy-rules/commit/3f6e87b2028055339929326333b588d3b21709eb
1012,1,NationalSecurityAgency/ghidra,"Move And Rename Method	protected checkBoxClicked() : void from class ghidra.framework.plugintool.dialog.PluginManagerComponent.PluginPackageComponent to package selectPluginPackage(pluginPackage PluginPackage, selected boolean) : void from class ghidra.framework.plugintool.dialog.PluginManagerComponent",checkBoxClicked,ghidra.framework.plugintool.dialog.PluginManagerComponent.PluginPackageComponent,ghidra.framework.plugintool.dialog.PluginManagerComponent,https://github.com/NationalSecurityAgency/ghidra/commit/924bf7656ee4d0f44cb5361a4cc06fe5aa58c75f
2915,1,oracle/graal,"Move Method	private indexForStackSlot(frameMap FrameMap, slot StackSlot) : int from class org.graalvm.compiler.lir.aarch64.AArch64SaveRegistersOp to private indexForStackSlot(frameMap FrameMap, slot StackSlot) : int from class org.graalvm.compiler.lir.StandardOp.SaveRegistersOp",indexForStackSlot,org.graalvm.compiler.lir.aarch64.AArch64SaveRegistersOp,org.graalvm.compiler.lir.StandardOp.SaveRegistersOp,https///github.com/oracle/graal/commit/141563517049a97d92efc568e23a3a050d439969
16716,2,dbeaver/dbeaver,"Move Method	public cutExtraLines(message String, maxLines int) : String from class org.jkiss.dbeaver.ui.TextUtils to public cutExtraLines(message String, maxLines int) : String from class org.jkiss.utils.CommonUtils",cutExtraLines,org.jkiss.dbeaver.ui.TextUtils,org.jkiss.utils.CommonUtils,https://github.com/dbeaver/dbeaver/commit/dd5798cdc635660a2ce7ae082a6dbebed851642d
11501,1,opensearch-project/OpenSearch,"Move Method	public configureJndiSSL(ldapUrls String[], builder ImmutableMap.Builder<String,Serializable>) : void from class org.elasticsearch.shield.authc.support.ldap.LdapSslSocketFactory to protected configureJndiSSL(ldapUrls String[], builder ImmutableMap.Builder<String,Serializable>) : void from class org.elasticsearch.shield.authc.support.ldap.ConnectionFactory",configureJndiSSL,org.elasticsearch.shield.authc.support.ldap.LdapSslSocketFactory,org.elasticsearch.shield.authc.support.ldap.ConnectionFactory,https://github.com/opensearch-project/OpenSearch/commit/cc9568d1bb72aad536fa2cfa2f5a7c51bfc417f9
6914,1,questdb/questdb,"Move Method	public getColumnNameOffset(columnCount int) : long from class com.questdb.cairo.TableWriter to public getColumnNameOffset(columnCount int) : long from class com.questdb.cairo.TableUtils",getColumnNameOffset,com.questdb.cairo.TableWriter,com.questdb.cairo.TableUtils,https://github.com/questdb/questdb/commit/b0e02299c2cfe5db296d25a728d218e47695e30b
13494,1,apache/ignite,"Move Method	private toList(pages PageMetaInfoStore) : List<PageLockLogSnapshot.LogEntry> from class org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.log.PageLockLogSnapshot to private toList(pages PageMetaInfoStore) : List<LogEntry> from class org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.log.LockLog",toList,org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.log.PageLockLogSnapshot,org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.log.LockLog,https://github.com/apache/ignite/commit/1ad1cc6fdf8c5766cec01fff87a8e4565bb9c39d
21544,2,neo4j/neo4j,"Move Method	public eq(other Object) : boolean from class org.neo4j.values.storable.LongArray to public eq(other Object) : boolean from class org.neo4j.values.storable.ArrayValue",eq,org.neo4j.values.storable.LongArray,org.neo4j.values.storable.ArrayValue,https://github.com/neo4j/neo4j/commit/9ab8a36dc472e6fb1765d6829047d11c4ded0847
715,0,spring-projects/spring-framework,"Move And Rename Method	private getHandshakeInfo(exchange ServerWebExchange, protocol String) : HandshakeInfo from class org.springframework.web.reactive.socket.server.upgrade.TomcatRequestUpgradeStrategy to private createHandshakeInfo(exchange ServerWebExchange, request ServerHttpRequest, protocol String, attributes Map<String,Object>) : HandshakeInfo from class org.springframework.web.reactive.socket.server.support.HandshakeWebSocketService",getHandshakeInfo,org.springframework.web.reactive.socket.server.upgrade.TomcatRequestUpgradeStrategy,org.springframework.web.reactive.socket.server.support.HandshakeWebSocketService,https://github.com/spring-projects/spring-framework/commit/192c7a56277a651839cf9275a59eb5001b56ff99
14228,1,oblac/jodd,"Move Method	protected invokeInitMethods(bean Object, def BeanDefinition, invocationStrategy InitMethodInvocationStrategy) : void from class jodd.petite.PetiteContainer to public invokeInitMethods(invocationStrategy InitMethodInvocationStrategy) : void from class jodd.petite.BeanData",invokeInitMethods,jodd.petite.PetiteContainer,jodd.petite.BeanData,https://github.com/oblac/jodd/commit/4c4a7f8cc0d3ca1f151cf1da333827a66152763e
9234,1,AsyncHttpClient/async-http-client,"Move Method	package contentToString(charset String) : String from class com.ning.http.client.providers.netty.NettyResponse to public contentToString(bodyParts Collection<HttpResponseBodyPart>, charset String) : String from class com.ning.http.util.AsyncHttpProviderUtils",contentToString,com.ning.http.client.providers.netty.NettyResponse,com.ning.http.util.AsyncHttpProviderUtils,https://github.com/AsyncHttpClient/async-http-client/commit/3ac8e244deee00536166789bf8949301925c2cb9
28904,2,apache/camel,"Move Method	public getValidators() : List<ValidatorDefinition> from class org.apache.camel.impl.AbstractModelCamelContext to public getValidators() : List<ValidatorDefinition> from class org.apache.camel.impl.DefaultCamelContext",getValidators,org.apache.camel.impl.AbstractModelCamelContext,org.apache.camel.impl.DefaultCamelContext,https://github.com/apache/camel/commit/73b7290d523c8290d756ca2c9167f53fb8d8a1f0
29249,2,apache/ignite,"Move Method	private updateMetrics(nodeId UUID, metrics ClusterMetrics, cacheMetrics Map<Integer,CacheMetrics>, tsNanos long) : void from class org.apache.ignite.spi.discovery.tcp.ClientImpl.MessageWorker to public updateMetrics(nodeId UUID, metrics ClusterMetrics, cacheMetrics Map<Integer,CacheMetrics>, tsNanos long) : void from class org.apache.ignite.spi.discovery.tcp.ClientImpl",updateMetrics,org.apache.ignite.spi.discovery.tcp.ClientImpl.MessageWorker,org.apache.ignite.spi.discovery.tcp.ClientImpl,https://github.com/apache/ignite/commit/143f7e341f87fa3a5744ce9c62cb60ebbd13f9e6
18907,1,oracle/graal,"Move Method	public getArrayBaseOffset() : int from class com.oracle.graal.api.meta.Kind to public getArrayBaseOffset(kind Kind) : int from class com.oracle.graal.hotspot.meta.HotSpotRuntime",getArrayBaseOffset,com.oracle.graal.api.meta.Kind,com.oracle.graal.hotspot.meta.HotSpotRuntime,https///github.com/oracle/graal/commit/60d31656944a181ac0a229c7bea39aaa6b1283c9
